substituent,SMILES for benzoic,SMILES for benzoate,Hammett Constant,SMILE Substituent,Isomer,Charge_acid,Multi_acid,Charge_benzoate,Multi_benzoate
2-(5-acetylfuryl)-m,O=C(O)C1=CC=CC([c]2ccc(o2)CC=O)=C1,O=C([O-])C1=CC=CC([c]2ccc(o2)CC=O)=C1,0.24,[c]1ccc(o1)CC=O,1,0,1,-1,1
2-(5-acetylfuryl)-p,O=C(O)C1=CC=C([c]2ccc(o2)CC=O)C=C1,O=C([O-])C1=CC=C([c]2ccc(o2)CC=O)C=C1,0.08,[c]1ccc(o1)CC=O,2,0,1,-1,1
2-(6-methylpyronyl)-m,O=C(O)C1=CC=CC([c]2cc(=O)cc(o2)C)=C1,O=C([O-])C1=CC=CC([c]2cc(=O)cc(o2)C)=C1,0.38,[c]1cc(=O)cc(o1)C,1,0,1,-1,1
2-(6-methylpyronyl)-p,O=C(O)C1=CC=C([c]2cc(=O)cc(o2)C)C=C1,O=C([O-])C1=CC=C([c]2cc(=O)cc(o2)C)C=C1,0.43,[c]1cc(=O)cc(o1)C,2,0,1,-1,1
SO2C6H5-m,O=C(O)C1=CC=CC([S](=O)(=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([S](=O)(=O)c2ccccc2)=C1,0.62,[S](=O)(=O)c1ccccc1,1,0,1,-1,1
SO2C6H5-p,O=C(O)C1=CC=C([S](=O)(=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([S](=O)(=O)c2ccccc2)C=C1,0.68,[S](=O)(=O)c1ccccc1,2,0,1,-1,1
OSO2C6H5-m,O=C(O)C1=CC=CC([O]S(=O)(=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([O]S(=O)(=O)c2ccccc2)=C1,0.36,[O]S(=O)(=O)c1ccccc1,1,0,1,-1,1
OSO2C6H5-p,O=C(O)C1=CC=C([O]S(=O)(=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([O]S(=O)(=O)c2ccccc2)C=C1,0.33,[O]S(=O)(=O)c1ccccc1,2,0,1,-1,1
SC6H5-m,O=C(O)C1=CC=CC([S]c2ccccc2)=C1,O=C([O-])C1=CC=CC([S]c2ccccc2)=C1,0.23,[S]c1ccccc1,1,0,1,-1,1
SC6H5-p,O=C(O)C1=CC=C([S]c2ccccc2)C=C1,O=C([O-])C1=CC=C([S]c2ccccc2)C=C1,0.07,[S]c1ccccc1,2,0,1,-1,1
NHC6H5-m,O=C(O)C1=CC=CC([NH]c2ccccc2)=C1,O=C([O-])C1=CC=CC([NH]c2ccccc2)=C1,-0.02,[NH]c1ccccc1,1,0,1,-1,1
NHC6H5-p,O=C(O)C1=CC=C([NH]c2ccccc2)C=C1,O=C([O-])C1=CC=C([NH]c2ccccc2)C=C1,-0.56,[NH]c1ccccc1,2,0,1,-1,1
NHSO2C6H5-m,O=C(O)C1=CC=CC([NH]S(=O)(=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([NH]S(=O)(=O)c2ccccc2)=C1,0.16,[NH]S(=O)(=O)c1ccccc1,1,0,1,-1,1
NHSO2C6H5-p,O=C(O)C1=CC=C([NH]S(=O)(=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([NH]S(=O)(=O)c2ccccc2)C=C1,0.01,[NH]S(=O)(=O)c1ccccc1,2,0,1,-1,1
SO2NHC6H5-m,O=C(O)C1=CC=CC([S](=O)(=O)Nc2ccccc2)=C1,O=C([O-])C1=CC=CC([S](=O)(=O)Nc2ccccc2)=C1,0.56,[S](=O)(=O)Nc1ccccc1,1,0,1,-1,1
SO2NHC6H5-p,O=C(O)C1=CC=C([S](=O)(=O)Nc2ccccc2)C=C1,O=C([O-])C1=CC=C([S](=O)(=O)Nc2ccccc2)C=C1,0.65,[S](=O)(=O)Nc1ccccc1,2,0,1,-1,1
2-(5-ethylfuryl)-m,O=C(O)C1=CC=CC([c]2ccc(o2)CC)=C1,O=C([O-])C1=CC=CC([c]2ccc(o2)CC)=C1,0.09,[c]1ccc(o1)CC,1,0,1,-1,1
2-(5-ethylfuryl)-p,O=C(O)C1=CC=C([c]2ccc(o2)CC)C=C1,O=C([O-])C1=CC=C([c]2ccc(o2)CC)C=C1,0.38,[c]1ccc(o1)CC,2,0,1,-1,1
"1-(2,5-dimethylpyrryl)-m",O=C(O)C1=CC=CC([n]2c(ccc2C)C)=C1,O=C([O-])C1=CC=CC([n]2c(ccc2C)C)=C1,0.49,[n]1c(ccc1C)C,1,0,1,-1,1
"1-(2,5-dimethylpyrryl)-p",O=C(O)C1=CC=C([n]2c(ccc2C)C)C=C1,O=C([O-])C1=CC=C([n]2c(ccc2C)C)C=C1,0.38,[n]1c(ccc1C)C,2,0,1,-1,1
1-cyclohexenyl-m,O=C(O)C1=CC=CC([C]2=CCCCC2)=C1,O=C([O-])C1=CC=CC([C]2=CCCCC2)=C1,-0.1,[C]1=CCCCC1,1,0,1,-1,1
1-cyclohexenyl-p,O=C(O)C1=CC=C([C]2=CCCCC2)C=C1,O=C([O-])C1=CC=C([C]2=CCCCC2)C=C1,-0.08,[C]1=CCCCC1,2,0,1,-1,1
cyclohexyl-m,O=C(O)C1=CC=CC([CH]2CCCCC2)=C1,O=C([O-])C1=CC=CC([CH]2CCCCC2)=C1,-0.05,[CH]1CCCCC1,1,0,1,-1,1
cyclohexyl-p,O=C(O)C1=CC=C([CH]2CCCCC2)C=C1,O=C([O-])C1=CC=C([CH]2CCCCC2)C=C1,-0.15,[CH]1CCCCC1,2,0,1,-1,1
N(C3H7)2-m,O=C(O)C1=CC=CC([N](CCC)CCC)=C1,O=C([O-])C1=CC=CC([N](CCC)CCC)=C1,-0.26,[N](CCC)CCC,1,0,1,-1,1
N(C3H7)2-p,O=C(O)C1=CC=C([N](CCC)CCC)C=C1,O=C([O-])C1=CC=C([N](CCC)CCC)C=C1,-0.93,[N](CCC)CCC,2,0,1,-1,1
(CH2)4NMe2-m,O=C(O)C1=CC=CC([CH2]CCCN(C)C)=C1,O=C([O-])C1=CC=CC([CH2]CCCN(C)C)=C1,-0.08,[CH2]CCCN(C)C,1,0,1,-1,1
(CH2)4NMe2-p,O=C(O)C1=CC=C([CH2]CCCN(C)C)C=C1,O=C([O-])C1=CC=C([CH2]CCCN(C)C)C=C1,-0.16,[CH2]CCCN(C)C,2,0,1,-1,1
PO(isopropyl)2-m,O=C(O)C1=CC=CC([P](=O)(C(C)C)C(C)C)=C1,O=C([O-])C1=CC=CC([P](=O)(C(C)C)C(C)C)=C1,0.37,[P](=O)(C(C)C)C(C)C,1,0,1,-1,1
PO(isopropyl)2-p,O=C(O)C1=CC=C([P](=O)(C(C)C)C(C)C)C=C1,O=C([O-])C1=CC=C([P](=O)(C(C)C)C(C)C)C=C1,0.41,[P](=O)(C(C)C)C(C)C,2,0,1,-1,1
P(isopropyl)2-m,O=C(O)C1=CC=CC([P](C(C)C)C(C)C)=C1,O=C([O-])C1=CC=CC([P](C(C)C)C(C)C)=C1,0.02,[P](C(C)C)C(C)C,1,0,1,-1,1
P(isopropyl)2-p,O=C(O)C1=CC=C([P](C(C)C)C(C)C)C=C1,O=C([O-])C1=CC=C([P](C(C)C)C(C)C)C=C1,0.06,[P](C(C)C)C(C)C,2,0,1,-1,1
P(O)(OPr)2-m,O=C(O)C1=CC=CC([P](=O)(O[Pr])O[Pr])=C1,O=C([O-])C1=CC=CC([P](=O)(O[Pr])O[Pr])=C1,0.38,[P](=O)(O[Pr])O[Pr],1,0,1,-1,1
P(O)(OPr)2-p,O=C(O)C1=CC=C([P](=O)(O[Pr])O[Pr])C=C1,O=C([O-])C1=CC=C([P](=O)(O[Pr])O[Pr])C=C1,0.5,[P](=O)(O[Pr])O[Pr],2,0,1,-1,1
Ge(Et)3-m,O=C(O)C1=CC=CC([Ge](CC)(CC)CC)=C1,O=C([O-])C1=CC=CC([Ge](CC)(CC)CC)=C1,0,[Ge](CC)(CC)CC,1,0,1,-1,1
Ge(Et)3-p,O=C(O)C1=CC=C([Ge](CC)(CC)CC)C=C1,O=C([O-])C1=CC=C([Ge](CC)(CC)CC)C=C1,0,[Ge](CC)(CC)CC,2,0,1,-1,1
(CH2)3N(CH3)3+ -m,O=C(O)C1=CC=CC([CH2]CC[N+](C)(C)C)=C1,O=C([O-])C1=CC=CC([CH2]CC[N+](C)(C)C)=C1,0.06,[CH2]CC[N+](C)(C)C,1,1,1,0,1
(CH2)3N(CH3)3+ -p,O=C(O)C1=CC=C([CH2]CC[N+](C)(C)C)C=C1,O=C([O-])C1=CC=C([CH2]CC[N+](C)(C)C)C=C1,-0.01,[CH2]CC[N+](C)(C)C,2,1,1,0,1
Si(OEt)3-m,O=C(O)C1=CC=CC([Si](OCC)(OCC)OCC)=C1,O=C([O-])C1=CC=CC([Si](OCC)(OCC)OCC)=C1,0.02,[Si](OCC)(OCC)OCC,1,0,1,-1,1
Si(OEt)3-p,O=C(O)C1=CC=C([Si](OCC)(OCC)OCC)C=C1,O=C([O-])C1=CC=C([Si](OCC)(OCC)OCC)C=C1,0.08,[Si](OCC)(OCC)OCC,2,0,1,-1,1
P(Et)3+ -m,O=C(O)C1=CC=CC([P+](CC)(CC)CC)=C1,O=C([O-])C1=CC=CC([P+](CC)(CC)CC)=C1,0.99,[P+](CC)(CC)CC,1,1,1,0,1
P(Et)3+ -p,O=C(O)C1=CC=C([P+](CC)(CC)CC)C=C1,O=C([O-])C1=CC=C([P+](CC)(CC)CC)C=C1,0.98,[P+](CC)(CC)CC,2,1,1,0,1
Sn(Et)3-m,O=C(O)C1=CC=CC([Sn](CC)(CC)CC)=C1,O=C([O-])C1=CC=CC([Sn](CC)(CC)CC)=C1,0,[Sn](CC)(CC)CC,1,0,1,-1,1
Sn(Et)3-p,O=C(O)C1=CC=C([Sn](CC)(CC)CC)C=C1,O=C([O-])C1=CC=C([Sn](CC)(CC)CC)C=C1,0,[Sn](CC)(CC)CC,2,0,1,-1,1
P(=NSO2CF3)(C3F7)2-m,O=C(O)C1=CC=CC(P(=NS(=O)(=O)C(F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)=C1,O=C([O-])C1=CC=CC(P(=NS(=O)(=O)C(F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)=C1,1.24,P(=NS(=O)(=O)C(F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,1,0,1,-1,1
P(=NSO2CF3)(C3F7)2-p,O=C(O)C1=CC=C(P(=NS(=O)(=O)C(F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C=C1,O=C([O-])C1=CC=C(P(=NS(=O)(=O)C(F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C=C1,1.37,P(=NS(=O)(=O)C(F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,2,0,1,-1,1
Si(NMe2)3-m,O=C(O)C1=CC=CC([Si](N(C)C)(N(C)C)N(C)C)=C1,O=C([O-])C1=CC=CC([Si](N(C)C)(N(C)C)N(C)C)=C1,-0.04,[Si](N(C)C)(N(C)C)N(C)C,1,0,1,-1,1
Si(NMe2)3-p,O=C(O)C1=CC=C([Si](N(C)C)(N(C)C)N(C)C)C=C1,O=C([O-])C1=CC=C([Si](N(C)C)(N(C)C)N(C)C)C=C1,-0.04,[Si](N(C)C)(N(C)C)N(C)C,2,0,1,-1,1
2-benzoxazolyl-m,O=C(O)C1=CC=CC([c]2nc2c(o2)cccc2)=C1,O=C([O-])C1=CC=CC([c]2nc2c(o2)cccc2)=C1,0.3,[c]1nc2c(o1)cccc2,1,0,1,-1,1
2-benzoxazolyl-p,O=C(O)C1=CC=C([c]2nc2c(o2)cccc2)C=C1,O=C([O-])C1=CC=C([c]2nc2c(o2)cccc2)C=C1,0.33,[c]1nc2c(o1)cccc2,2,0,1,-1,1
2-benzthiazolyl-m,O=C(O)C1=CC=CC([c]2nc2c(s2)cccc2)=C1,O=C([O-])C1=CC=CC([c]2nc2c(s2)cccc2)=C1,0.27,[c]1nc2c(s1)cccc2,1,0,1,-1,1
2-benzthiazolyl-p,O=C(O)C1=CC=C([c]2nc2c(s2)cccc2)C=C1,O=C([O-])C1=CC=C([c]2nc2c(s2)cccc2)C=C1,0.29,[c]1nc2c(s1)cccc2,2,0,1,-1,1
COC6H5-m,O=C(O)C1=CC=CC([C](=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([C](=O)c2ccccc2)=C1,0.24,[C](=O)c1ccccc1,1,0,1,-1,1
COC6H5-p,O=C(O)C1=CC=C([C](=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([C](=O)c2ccccc2)C=C1,0.43,[C](=O)c1ccccc1,2,0,1,-1,1
OCOC6H5-m,O=C(O)C1=CC=CC([O]C(=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([O]C(=O)c2ccccc2)=C1,0.21,[O]C(=O)c1ccccc1,1,0,1,-1,1
OCOC6H5-p,O=C(O)C1=CC=C([O]C(=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([O]C(=O)c2ccccc2)C=C1,0.13,[O]C(=O)c1ccccc1,2,0,1,-1,1
COOC6H5-m,O=C(O)C1=CC=CC([C](=O)Oc2ccccc2)=C1,O=C([O-])C1=CC=CC([C](=O)Oc2ccccc2)=C1,0.37,[C](=O)Oc1ccccc1,1,0,1,-1,1
COOC6H5-p,O=C(O)C1=CC=C([C](=O)Oc2ccccc2)C=C1,O=C([O-])C1=CC=C([C](=O)Oc2ccccc2)C=C1,0.44,[C](=O)Oc1ccccc1,2,0,1,-1,1
N=CHC6H5-m,O=C(O)C1=CC=CC([N]=Cc2ccccc2)=C1,O=C([O-])C1=CC=CC([N]=Cc2ccccc2)=C1,-0.08,[N]=Cc1ccccc1,1,0,1,-1,1
N=CHC6H5-p,O=C(O)C1=CC=C([N]=Cc2ccccc2)C=C1,O=C([O-])C1=CC=C([N]=Cc2ccccc2)C=C1,-0.55,[N]=Cc1ccccc1,2,0,1,-1,1
CH=NC6H5-m,O=C(O)C1=CC=CC([CH]=Nc2ccccc2)=C1,O=C([O-])C1=CC=CC([CH]=Nc2ccccc2)=C1,0.35,[CH]=Nc1ccccc1,1,0,1,-1,1
CH=NC6H5-p,O=C(O)C1=CC=C([CH]=Nc2ccccc2)C=C1,O=C([O-])C1=CC=C([CH]=Nc2ccccc2)C=C1,0.42,[CH]=Nc1ccccc1,2,0,1,-1,1
NHCOC6H5-m,O=C(O)C1=CC=CC([NH]C(=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([NH]C(=O)c2ccccc2)=C1,0.02,[NH]C(=O)c1ccccc1,1,0,1,-1,1
NHCOC6H5-p,O=C(O)C1=CC=C([NH]C(=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([NH]C(=O)c2ccccc2)C=C1,-0.19,[NH]C(=O)c1ccccc1,2,0,1,-1,1
CONHC6H5-m,O=C(O)C1=CC=CC([C](=O)Nc2ccccc2)=C1,O=C([O-])C1=CC=CC([C](=O)Nc2ccccc2)=C1,0.23,[C](=O)Nc1ccccc1,1,0,1,-1,1
CONHC6H5-p,O=C(O)C1=CC=C([C](=O)Nc2ccccc2)C=C1,O=C([O-])C1=CC=C([C](=O)Nc2ccccc2)C=C1,0.41,[C](=O)Nc1ccccc1,2,0,1,-1,1
C6H4-4-Me-m,O=C(O)C1=CC=CC([c]2ccc(cc2)C)=C1,O=C([O-])C1=CC=CC([c]2ccc(cc2)C)=C1,0.06,[c]1ccc(cc1)C,1,0,1,-1,1
C6H4-4-Me-p,O=C(O)C1=CC=C([c]2ccc(cc2)C)C=C1,O=C([O-])C1=CC=C([c]2ccc(cc2)C)C=C1,-0.03,[c]1ccc(cc1)C,2,0,1,-1,1
CH2C6H5-m,O=C(O)C1=CC=CC([CH2]c2ccccc2)=C1,O=C([O-])C1=CC=CC([CH2]c2ccccc2)=C1,-0.08,[CH2]c1ccccc1,1,0,1,-1,1
CH2C6H5-p,O=C(O)C1=CC=C([CH2]c2ccccc2)C=C1,O=C([O-])C1=CC=C([CH2]c2ccccc2)C=C1,-0.09,[CH2]c1ccccc1,2,0,1,-1,1
N=NC6H5-5-Me-2-OH-m,O=C(O)C1=CC=CC([N]=Nc2c(O)ccc(C)c2)=C1,O=C([O-])C1=CC=CC([N]=Nc2c(O)ccc(C)c2)=C1,0.27,[N]=Nc1c(O)ccc(C)c1,1,0,1,-1,1
N=NC6H5-5-Me-2-OH-p,O=C(O)C1=CC=C([N]=Nc2c(O)ccc(C)c2)C=C1,O=C([O-])C1=CC=C([N]=Nc2c(O)ccc(C)c2)C=C1,0.31,[N]=Nc1c(O)ccc(C)c1,2,0,1,-1,1
C6H4-4-Ome-m,O=C(O)C1=CC=CC([c]2ccc(cc2)OC)=C1,O=C([O-])C1=CC=CC([c]2ccc(cc2)OC)=C1,0.05,[c]1ccc(cc1)OC,1,0,1,-1,1
C6H4-4-Ome-p,O=C(O)C1=CC=C([c]2ccc(cc2)OC)C=C1,O=C([O-])C1=CC=C([c]2ccc(cc2)OC)C=C1,-0.08,[c]1ccc(cc1)OC,2,0,1,-1,1
CH(OH)C6H5-m,O=C(O)C1=CC=CC([CH2](O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([CH2](O)c2ccccc2)=C1,0,[CH2](O)c1ccccc1,1,0,1,-1,1
CH(OH)C6H5-p,O=C(O)C1=CC=C([CH2](O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([CH2](O)c2ccccc2)C=C1,-0.03,[CH2](O)c1ccccc1,2,0,1,-1,1
CH2OC6H5-m,O=C(O)C1=CC=CC([CH2]Oc2ccccc2)=C1,O=C([O-])C1=CC=CC([CH2]Oc2ccccc2)=C1,0.06,[CH2]Oc1ccccc1,1,0,1,-1,1
CH2OC6H5-p,O=C(O)C1=CC=C([CH2]Oc2ccccc2)C=C1,O=C([O-])C1=CC=C([CH2]Oc2ccccc2)C=C1,0.07,[CH2]Oc1ccccc1,2,0,1,-1,1
CH2SO2C6H5-m,O=C(O)C1=CC=CC([CH2]S(=O)(=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([CH2]S(=O)(=O)c2ccccc2)=C1,0.15,[CH2]S(=O)(=O)c1ccccc1,1,0,1,-1,1
CH2SO2C6H5-p,O=C(O)C1=CC=C([CH2]S(=O)(=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([CH2]S(=O)(=O)c2ccccc2)C=C1,0.16,[CH2]S(=O)(=O)c1ccccc1,2,0,1,-1,1
C(Et)3-m,O=C(O)C1=CC=CC([C](C)(C)C)=C1,O=C([O-])C1=CC=CC([C](C)(C)C)=C1,-0.07,[C](C)(C)C,1,0,1,-1,1
C(Et)3-p,O=C(O)C1=CC=C([C](C)(C)C)C=C1,O=C([O-])C1=CC=C([C](C)(C)C)C=C1,-0.2,[C](C)(C)C,2,0,1,-1,1
(CH2)6CH3-m,O=C(O)C1=CC=CC([CH2]CCCCCC)=C1,O=C([O-])C1=CC=CC([CH2]CCCCCC)=C1,-0.07,[CH2]CCCCCC,1,0,1,-1,1
(CH2)6CH3-p,O=C(O)C1=CC=C([CH2]CCCCCC)C=C1,O=C([O-])C1=CC=C([CH2]CCCCCC)C=C1,-0.16,[CH2]CCCCCC,2,0,1,-1,1
SiMe(OSi(Me)3)2-m,O=C(O)C1=CC=CC([Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)=C1,O=C([O-])C1=CC=CC([Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)=C1,-0.02,[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,1,0,1,-1,1
SiMe(OSi(Me)3)2-p,O=C(O)C1=CC=C([Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)C=C1,O=C([O-])C1=CC=C([Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)C=C1,-0.01,[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,2,0,1,-1,1
CF2CF2C6H4-4-F-m,O=C(O)C1=CC=CC([C](F)(F)C(F)(F)c2ccc(cc2)F)=C1,O=C([O-])C1=CC=CC([C](F)(F)C(F)(F)c2ccc(cc2)F)=C1,0.34,[C](F)(F)C(F)(F)c1ccc(cc1)F,1,0,1,-1,1
CF2CF2C6H4-4-F-p,O=C(O)C1=CC=C([C](F)(F)C(F)(F)c2ccc(cc2)F)C=C1,O=C([O-])C1=CC=C([C](F)(F)C(F)(F)c2ccc(cc2)F)C=C1,0.39,[C](F)(F)C(F)(F)c1ccc(cc1)F,2,0,1,-1,1
C---CC6H5-m,O=C(O)C1=CC=CC([C]#Cc2ccccc2)=C1,O=C([O-])C1=CC=CC([C]#Cc2ccccc2)=C1,0.14,[C]#Cc1ccccc1,1,0,1,-1,1
C---CC6H5-p,O=C(O)C1=CC=C([C]#Cc2ccccc2)C=C1,O=C([O-])C1=CC=C([C]#Cc2ccccc2)C=C1,0.16,[C]#Cc1ccccc1,2,0,1,-1,1
CH=NCOC6H5-m,O=C(O)C1=CC=CC([CH]=NC(=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([CH]=NC(=O)c2ccccc2)=C1,0.39,[CH]=NC(=O)c1ccccc1,1,0,1,-1,1
CH=NCOC6H5-p,O=C(O)C1=CC=C([CH]=NC(=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([CH]=NC(=O)c2ccccc2)C=C1,0.51,[CH]=NC(=O)c1ccccc1,2,0,1,-1,1
CH=CHC6H5-m,O=C(O)C1=CC=CC([CH]=Cc2ccccc2)=C1,O=C([O-])C1=CC=CC([CH]=Cc2ccccc2)=C1,0.03,[CH]=Cc1ccccc1,1,0,1,-1,1
CH=CHC6H5-p,O=C(O)C1=CC=C([CH]=Cc2ccccc2)C=C1,O=C([O-])C1=CC=C([CH]=Cc2ccccc2)C=C1,-0.07,[CH]=Cc1ccccc1,2,0,1,-1,1
CH2Fe(CO)2(π-C5H5)-m,O=C(O)C1=CC=CC([CH3][Fe](C=O)(C=O)C2C=CC=C2)=C1,O=C([O-])C1=CC=CC([CH3][Fe](C=O)(C=O)C2C=CC=C2)=C1,-0.26,[CH2][Fe](C=O)(C=O)C1C=CC=C1,1,0,1,-1,1
CH2Fe(CO)2(π-C5H5)-p,O=C(O)C1=CC=C([CH3][Fe](C=O)(C=O)C2C=CC=C2)C=C1,O=C([O-])C1=CC=C([CH3][Fe](C=O)(C=O)C2C=CC=C2)C=C1,-0.49,[CH2][Fe](C=O)(C=O)C1C=CC=C1,2,0,1,-1,1
CH=NNHCOC6H5-m,O=C(O)C1=CC=CC([CH]=NNC(=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([CH]=NNC(=O)c2ccccc2)=C1,0.39,[CH]=NNC(=O)c1ccccc1,1,0,1,-1,1
CH=NNHCOC6H5-p,O=C(O)C1=CC=C([CH]=NNC(=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([CH]=NNC(=O)c2ccccc2)C=C1,0.51,[CH]=NNC(=O)c1ccccc1,2,0,1,-1,1
N=CHC6H4-4-OMe-m,O=C(O)C1=CC=CC([N]=Cc2ccc(OC)cc2)=C1,O=C([O-])C1=CC=CC([N]=Cc2ccc(OC)cc2)=C1,-0.07,[N]=Cc1ccc(OC)cc1,1,0,1,-1,1
N=CHC6H4-4-OMe-p,O=C(O)C1=CC=C([N]=Cc2ccc(OC)cc2)C=C1,O=C([O-])C1=CC=C([N]=Cc2ccc(OC)cc2)C=C1,-0.54,[N]=Cc1ccc(OC)cc1,2,0,1,-1,1
NHCOC6H4-4-OMe -m,O=C(O)C1=CC=CC([NH]C(=O)c2ccc(OC)cc2)=C1,O=C([O-])C1=CC=CC([NH]C(=O)c2ccc(OC)cc2)=C1,0.09,[NH]C(=O)c1ccc(OC)cc1,1,0,1,-1,1
NHCOC6H4-4-OMe-p,O=C(O)C1=CC=C([NH]C(=O)c2ccc(OC)cc2)C=C1,O=C([O-])C1=CC=C([NH]C(=O)c2ccc(OC)cc2)C=C1,-0.06,[NH]C(=O)c1ccc(OC)cc1,2,0,1,-1,1
SCH=NSO2C6H4-4-Me-m,O=C(O)C1=CC=CC([S]C=NS(=O)(=O)c2ccc(C)cc2)=C1,O=C([O-])C1=CC=CC([S]C=NS(=O)(=O)c2ccc(C)cc2)=C1,0.65,[S]C=NS(=O)(=O)c1ccc(C)cc1,1,0,1,-1,1
SCH=NSO2C6H4-4-Me-p,O=C(O)C1=CC=C([S]C=NS(=O)(=O)c2ccc(C)cc2)C=C1,O=C([O-])C1=CC=C([S]C=NS(=O)(=O)c2ccc(C)cc2)C=C1,0.7,[S]C=NS(=O)(=O)c1ccc(C)cc1,2,0,1,-1,1
C6H4-4-Et-m,O=C(O)C1=CC=CC([c]2ccc(cc2)CC)=C1,O=C([O-])C1=CC=CC([c]2ccc(cc2)CC)=C1,0.07,[c]1ccc(cc1)CC,1,0,1,-1,1
C6H4-4-Et-p,O=C(O)C1=CC=C([c]2ccc(cc2)CC)C=C1,O=C([O-])C1=CC=C([c]2ccc(cc2)CC)C=C1,-0.02,[c]1ccc(cc1)CC,2,0,1,-1,1
CH2CH2C6H5-m,O=C(O)C1=CC=CC([CH3]Cc2ccccc2)=C1,O=C([O-])C1=CC=CC([CH3]Cc2ccccc2)=C1,-0.07,[CH2]Cc1ccccc1,1,0,1,-1,1
CH2CH2C6H5-p,O=C(O)C1=CC=C([CH3]Cc2ccccc2)C=C1,O=C([O-])C1=CC=C([CH3]Cc2ccccc2)C=C1,-0.12,[CH2]Cc1ccccc1,2,0,1,-1,1
N=C(Me)NHC6H5-m,O=C(O)C1=CC=CC([N]=C(C)Nc2ccccc2)=C1,O=C([O-])C1=CC=CC([N]=C(C)Nc2ccccc2)=C1,0.29,[N]=C(C)Nc1ccccc1,1,0,1,-1,1
N=C(Me)NHC6H5-p,O=C(O)C1=CC=C([N]=C(C)Nc2ccccc2)C=C1,O=C([O-])C1=CC=C([N]=C(C)Nc2ccccc2)C=C1,0.08,[N]=C(C)Nc1ccccc1,2,0,1,-1,1
Si(C6H5)(Me)2-m,O=C(O)C1=CC=CC([Si](c2ccccc2)(C)C)=C1,O=C([O-])C1=CC=CC([Si](c2ccccc2)(C)C)=C1,0.04,[Si](c1ccccc1)(C)C,1,0,1,-1,1
Si(C6H5)(Me)2-p,O=C(O)C1=CC=C([Si](c2ccccc2)(C)C)C=C1,O=C([O-])C1=CC=C([Si](c2ccccc2)(C)C)C=C1,0.07,[Si](c1ccccc1)(C)C,2,0,1,-1,1
S(Me)=NSO2C6H4-4-Me-m,O=C(O)C1=CC=CC([S](=NS(=O)(=O)c2ccc(C)cc2)C)=C1,O=C([O-])C1=CC=CC([S](=NS(=O)(=O)c2ccc(C)cc2)C)=C1,0.65,[S](=NS(=O)(=O)c1ccc(C)cc1)C,1,0,1,-1,1
S(Me)=NSO2C6H4-4-Me-p,O=C(O)C1=CC=C([S](=NS(=O)(=O)c2ccc(C)cc2)C)C=C1,O=C([O-])C1=CC=C([S](=NS(=O)(=O)c2ccc(C)cc2)C)C=C1,0.7,[S](=NS(=O)(=O)c1ccc(C)cc1)C,2,0,1,-1,1
"2,4,6-trimethylpyridinium-m",O=C(O)C1=CC=CC([n+]2c(cc(cc2C)C)C)=C1,O=C([O-])C1=CC=CC([n+]2c(cc(cc2C)C)C)=C1,0.62,[n+]1c(cc(cc1C)C)C,1,0,1,-1,1
"2,4,6-trimethylpyridinium-p",O=C(O)C1=CC=C([n+]2c(cc(cc2C)C)C)C=C1,O=C([O-])C1=CC=C([n+]2c(cc(cc2C)C)C)C=C1,0.58,[n+]1c(cc(cc1C)C)C,2,0,1,-1,1
